No,card,age,sex,withdrawal_days,count,CP
12411,A,22,1,#VALUE!,1,1
12412,R,28,1,#VALUE!,1,1
12413,R,24,1,#VALUE!,1,1
12414,R,55,1,#VALUE!,1,1
12415,R,25,1,#VALUE!,1,1
12416,R,25,1,#VALUE!,1,1
12417,R,28,1,#VALUE!,1,1
12418,R,26,1,#VALUE!,1,1
12419,R,23,1,#VALUE!,1,1
12420,B,28,1,#VALUE!,1,1
12421,R,74,1,#VALUE!,1,1
12422,R,25,1,#VALUE!,1,1
12423,R,25,1,311,1,1
12424,R,36,1,#VALUE!,1,1
12425,R,56,1,#VALUE!,1,1
12426,R,34,1,#VALUE!,1,1
12427,R,24,1,#VALUE!,1,1
12428,R,21,1,#VALUE!,1,1
12429,R,23,1,#VALUE!,1,1
12430,B,24,1,#VALUE!,1,1
12431,R,25,0,#VALUE!,1,1
12432,R,24,1,#VALUE!,1,1
12433,R,21,1,#VALUE!,1,1
12434,R,40,1,#VALUE!,1,1
12435,R,35,1,#VALUE!,1,1
12436,R,38,1,#VALUE!,1,1
12437,R,32,1,#VALUE!,1,1
12438,R,28,1,414,1,1
12439,R,23,1,#VALUE!,1,1
12440,R,25,1,#VALUE!,1,1
12441,R,65,1,#VALUE!,1,1
12442,R,48,1,#VALUE!,1,1
12443,R,43,1,294,1,1
12444,R,27,1,#VALUE!,1,1
12445,R,34,1,#VALUE!,1,1
12446,R,62,1,#VALUE!,1,1
12447,R,37,0,132,1,1
12448,R,58,1,#VALUE!,1,1
12449,R,48,1,#VALUE!,1,1
12450,R,55,1,#VALUE!,1,1
12451,R,23,1,#VALUE!,1,1
12452,R,43,1,#VALUE!,1,1
12453,R,48,1,#VALUE!,1,1
12454,R,37,0,#VALUE!,1,1
12455,R,24,1,#VALUE!,1,1
12456,R,32,1,#VALUE!,1,1
12457,R,58,1,#VALUE!,1,1
12458,R,53,1,#VALUE!,1,1
12459,R,25,1,#VALUE!,1,1
12460,A,27,1,#VALUE!,1,1
12461,R,37,1,409,1,1
12462,R,28,0,#VALUE!,1,1
12463,R,44,1,#VALUE!,1,1
12464,A,30,1,232,1,1
12465,R,55,1,#VALUE!,1,1
12466,A,23,1,198,1,1
12467,R,27,0,#VALUE!,1,1
12468,R,22,0,#VALUE!,1,1
12469,R,29,1,#VALUE!,1,1
12470,R,34,0,#VALUE!,1,1
12471,A,46,1,#VALUE!,1,1
12472,R,26,1,#VALUE!,1,1
12473,R,33,1,#VALUE!,1,1
12474,R,56,1,#VALUE!,1,1
12475,R,31,1,#VALUE!,1,1
12476,R,40,1,#VALUE!,1,1
12477,R,52,1,176,1,1
12478,R,41,1,335,2,1
12479,R,24,1,#VALUE!,1,1
12480,R,39,0,#VALUE!,1,1
12481,R,40,1,#VALUE!,1,1
12482,R,37,1,#VALUE!,1,1
12483,R,30,1,254,1,1
12484,A,25,1,#VALUE!,1,1
12485,R,28,1,#VALUE!,1,1
12486,R,60,1,#VALUE!,1,1
12487,R,63,0,#VALUE!,1,1
12488,R,62,1,#VALUE!,1,1
12489,R,70,1,#VALUE!,1,1
12490,R,30,1,#VALUE!,1,1
12491,R,48,1,115,1,1
12492,R,42,1,#VALUE!,1,1
12493,R,25,1,#VALUE!,1,1
12494,R,59,1,#VALUE!,1,1
12495,R,25,1,#VALUE!,1,1
12496,R,65,1,#VALUE!,1,1
12497,R,44,1,#VALUE!,1,1
12498,R,59,1,#VALUE!,1,1
12499,R,21,1,#VALUE!,1,1
12500,R,62,1,#VALUE!,1,1
12501,R,22,0,#VALUE!,1,1
12502,B,27,1,#VALUE!,1,1
12503,R,29,1,#VALUE!,1,1
12504,R,50,1,#VALUE!,1,1
12505,A,60,1,#VALUE!,1,1
12506,R,64,1,#VALUE!,1,1
12507,R,74,1,#VALUE!,1,1
12508,R,36,1,#VALUE!,1,1
12509,R,44,1,#VALUE!,1,1
12510,R,23,1,#VALUE!,1,1
12511,A,24,1,#VALUE!,1,1
12512,R,25,1,#VALUE!,1,1
12513,R,45,1,#VALUE!,1,1
12514,R,31,0,#VALUE!,1,1
12515,R,45,1,#VALUE!,1,1
12516,R,49,1,#VALUE!,1,1
12517,R,22,1,#VALUE!,1,1
12518,A,52,1,#VALUE!,1,1
12519,R,21,0,332,1,1
12520,R,28,1,#VALUE!,1,1
12521,R,25,1,#VALUE!,1,1
12522,A,27,1,#VALUE!,1,1
12523,A,47,0,#VALUE!,1,1
12524,R,24,1,#VALUE!,1,1
12525,R,26,1,#VALUE!,1,1
12526,R,35,1,#VALUE!,1,1
12527,A,25,1,#VALUE!,1,1
12528,A,24,1,#VALUE!,1,1
12529,A,26,1,#VALUE!,1,1
12530,A,25,1,#VALUE!,1,1
12531,R,59,1,#VALUE!,1,1
12532,R,65,0,#VALUE!,1,1
12533,R,48,1,#VALUE!,1,1
12534,R,52,1,405,1,1
12535,R,77,1,#VALUE!,1,1
12536,R,57,1,342,1,1
12537,R,65,1,#VALUE!,1,1
12538,B,47,1,#VALUE!,1,1
12539,R,57,1,#VALUE!,1,1
12540,B,59,1,#VALUE!,1,1
12541,R,55,1,#VALUE!,1,1
12542,R,48,1,#VALUE!,1,1
12543,R,43,1,#VALUE!,1,1
12544,R,48,1,#VALUE!,1,1
12545,R,80,1,#VALUE!,1,1
12546,R,48,1,#VALUE!,1,1
12547,R,40,1,#VALUE!,1,1
12548,A,44,1,#VALUE!,1,1
12549,A,51,1,#VALUE!,1,1
12550,R,73,1,322,1,1
12551,R,40,0,#VALUE!,1,1
12552,R,69,1,#VALUE!,1,1
12553,R,37,1,401,1,1
12554,R,43,1,#VALUE!,1,1
12555,R,52,0,#VALUE!,1,1
12556,R,21,1,#VALUE!,1,1
12557,R,55,0,#VALUE!,1,1
12558,R,78,1,322,1,1
12559,R,43,1,#VALUE!,1,1
12560,R,70,1,#VALUE!,1,1
12561,R,37,1,#VALUE!,1,1
12562,R,72,1,#VALUE!,1,1
12563,A,37,1,#VALUE!,1,1
12564,R,48,1,#VALUE!,1,1
12565,R,37,1,232,1,1
12566,R,47,0,#VALUE!,1,1
12567,R,57,0,30,1,1
12568,R,35,1,#VALUE!,1,1
12569,R,65,0,#VALUE!,1,1
12570,R,40,1,#VALUE!,1,1
12571,R,48,1,#VALUE!,1,1
12572,R,38,1,#VALUE!,1,1
12573,R,32,1,#VALUE!,1,1
12574,R,49,0,#VALUE!,1,1
12575,R,32,1,405,1,1
12576,R,34,1,#VALUE!,1,1
12577,A,51,1,344,1,1
12578,R,40,1,#VALUE!,1,1
12579,R,57,1,#VALUE!,1,1
12580,A,35,1,#VALUE!,1,1
12581,R,31,0,#VALUE!,1,1
12582,R,54,1,#VALUE!,1,1
12583,R,62,0,#VALUE!,1,1
12584,R,29,0,#VALUE!,1,1
12585,R,30,1,#VALUE!,1,1
12586,R,30,1,#VALUE!,1,1
12587,R,50,1,#VALUE!,1,1
12588,R,38,1,261,1,1
12589,R,36,1,453,1,1
12590,R,54,1,#VALUE!,1,1
12591,R,44,1,#VALUE!,1,1
12592,R,61,1,#VALUE!,1,1
12593,R,50,1,#VALUE!,1,1
12594,R,41,0,#VALUE!,1,1
12595,R,24,1,#VALUE!,1,1
12596,R,41,1,#VALUE!,1,1
12597,R,37,1,#VALUE!,1,1
12598,R,25,1,#VALUE!,1,1
12599,R,48,1,#VALUE!,1,1
12600,R,29,1,300,1,1
12601,R,32,1,#VALUE!,1,1
12602,R,40,1,70,1,1
12603,R,66,1,#VALUE!,1,1
12604,R,45,1,357,1,1
12605,R,31,1,#VALUE!,1,1
12606,R,44,1,#VALUE!,1,1
12607,R,27,1,510,1,1
12608,A,28,1,#VALUE!,2,1
12609,R,51,1,#VALUE!,1,1
12610,A,37,0,#VALUE!,1,1
12611,R,45,1,#VALUE!,2,1
12612,R,56,1,#VALUE!,1,1
12613,A,41,1,#VALUE!,1,1
12614,R,77,1,#VALUE!,1,1
12615,A,82,1,#VALUE!,1,1
12616,R,25,1,#VALUE!,1,1
12617,R,24,1,#VALUE!,1,1
12618,R,36,1,#VALUE!,1,1
12619,R,82,1,#VALUE!,1,1
12620,R,30,0,#VALUE!,1,1
12621,R,29,1,#VALUE!,1,1
12622,R,27,1,#VALUE!,1,1
12623,R,31,1,#VALUE!,1,1
12624,R,30,1,#VALUE!,1,1
12625,R,35,1,#VALUE!,2,1
12626,R,28,1,233,1,1
12627,R,29,1,#VALUE!,1,1
12628,R,29,1,#VALUE!,1,1
12629,R,29,1,#VALUE!,1,1
12630,R,22,1,295,1,1
12631,R,71,1,336,2,1
12632,R,39,1,435,1,1
12633,R,57,0,#VALUE!,1,1
12634,B,28,1,#VALUE!,1,1
12635,R,57,1,#VALUE!,1,1
12636,R,38,1,#VALUE!,1,1
12637,R,31,1,#VALUE!,1,1
12638,R,24,1,562,1,1
12639,A,36,0,#VALUE!,1,1
12640,R,34,1,#VALUE!,1,1
12641,R,22,1,#VALUE!,1,1
12642,R,22,1,#VALUE!,1,1
12643,R,25,1,#VALUE!,1,1
12644,R,29,0,#VALUE!,1,1
12645,R,25,1,#VALUE!,1,1
12646,R,26,1,#VALUE!,1,1
12647,R,31,1,#VALUE!,1,1
12648,R,42,0,#VALUE!,1,1
12649,R,23,1,#VALUE!,1,1
12650,R,27,1,#VALUE!,1,1
12651,R,28,0,#VALUE!,1,1
12652,R,39,1,#VALUE!,1,1
12653,R,30,1,#VALUE!,1,1
12654,R,26,1,#VALUE!,1,1
12655,R,45,1,#VALUE!,1,1
12656,R,24,1,#VALUE!,1,1
12657,R,47,1,#VALUE!,1,1
12658,R,23,1,#VALUE!,1,1
12659,A,26,1,#VALUE!,1,1
12660,R,32,1,#VALUE!,1,1
12661,R,59,0,#VALUE!,1,1
12662,R,32,0,#VALUE!,1,1
12663,R,21,1,#VALUE!,1,1
12664,R,25,0,#VALUE!,1,1
12665,R,24,1,#VALUE!,1,1
12666,R,23,1,#VALUE!,1,1
12667,R,32,1,#VALUE!,1,1
12668,R,29,1,#VALUE!,1,1
12669,R,26,1,#VALUE!,1,1
12670,R,37,1,#VALUE!,1,1
12671,R,33,0,#VALUE!,1,1
12672,R,22,1,#VALUE!,1,1
12673,R,55,0,#VALUE!,1,1
12674,R,21,1,#VALUE!,1,1
12675,R,26,0,260,1,1
12676,R,32,1,#VALUE!,1,1
12677,R,30,1,#VALUE!,1,1
12678,R,53,1,372,1,1
12679,R,28,1,#VALUE!,1,1
12680,R,53,1,#VALUE!,1,1
12681,R,22,1,#VALUE!,1,1
12682,R,38,1,383,1,1
12683,R,42,0,#VALUE!,1,1
12684,R,48,1,#VALUE!,1,1
12685,R,27,1,#VALUE!,1,1
12686,R,26,1,#VALUE!,1,1
12687,R,50,1,#VALUE!,1,1
12688,R,22,1,#VALUE!,1,1
12689,R,43,0,#VALUE!,1,1
12690,R,33,1,#VALUE!,1,1
12691,R,31,1,#VALUE!,1,1
12692,R,21,1,#VALUE!,1,1
12693,R,22,1,#VALUE!,1,1
12694,R,29,0,#VALUE!,1,1
12695,R,52,1,435,1,1
12696,A,30,1,#VALUE!,1,1
12697,R,39,0,364,1,1
12698,R,36,1,#VALUE!,1,1
12699,R,69,0,366,1,1
12700,R,71,1,#VALUE!,1,1
12701,R,21,1,#VALUE!,1,1
12702,R,35,0,#VALUE!,1,1
12703,R,31,1,#VALUE!,1,1
12704,A,52,1,#VALUE!,1,1
12705,R,24,0,#VALUE!,1,1
12706,R,28,1,#VALUE!,1,1
12707,R,39,1,#VALUE!,1,1
12708,R,28,1,#VALUE!,1,1
12709,R,34,1,#VALUE!,1,1
12710,R,30,1,#VALUE!,1,1
12711,R,26,1,#VALUE!,1,1
12712,R,26,1,#VALUE!,1,1
12713,R,26,0,#VALUE!,1,1
12714,R,30,0,#VALUE!,1,1
12715,A,30,0,#VALUE!,1,1
12716,R,28,1,#VALUE!,1,1
12717,R,53,1,#VALUE!,1,1
12718,R,57,1,#VALUE!,1,1
12719,R,30,1,#VALUE!,1,1
12720,R,28,1,135,1,1
12721,R,27,1,#VALUE!,1,1
12722,R,44,1,#VALUE!,1,1
12723,R,22,1,#VALUE!,1,1
12724,B,25,1,#VALUE!,1,1
12725,R,53,1,#VALUE!,1,1
12726,R,23,1,519,1,1
12727,R,24,0,#VALUE!,1,1
12728,R,33,1,#VALUE!,1,1
12729,R,68,1,554,1,1
12730,R,53,1,302,1,1
12731,R,45,1,#VALUE!,1,1
12732,R,75,0,#VALUE!,1,1
12733,R,76,0,#VALUE!,1,1
12734,R,27,1,#VALUE!,1,1
12735,R,25,1,#VALUE!,1,1
12736,R,68,1,#VALUE!,1,1
12737,R,27,1,#VALUE!,1,1
12738,A,23,1,#VALUE!,1,1
12739,R,23,1,#VALUE!,1,1
12740,R,47,1,#VALUE!,1,1
12741,R,50,1,#VALUE!,1,1
12742,R,24,1,461,1,1
12743,R,47,1,#VALUE!,1,1
12744,B,30,1,#VALUE!,1,1
12745,R,24,1,#VALUE!,1,1
12746,R,21,1,#VALUE!,1,1
12747,A,57,1,565,1,1
12748,R,30,1,#VALUE!,1,1
12749,R,22,1,#VALUE!,1,1
12750,R,20,1,#VALUE!,1,1
12751,R,23,1,#VALUE!,1,1
12752,R,29,1,372,1,1
12753,R,22,1,#VALUE!,1,1
12754,R,22,1,#VALUE!,1,1
12755,R,23,1,#VALUE!,1,1
12756,R,23,1,#VALUE!,1,1
12757,R,41,1,#VALUE!,1,1
12758,R,49,1,#VALUE!,1,1
12759,R,24,1,#VALUE!,1,1
12760,R,26,1,231,1,1
12761,R,26,1,#VALUE!,1,1
12762,R,21,0,128,1,1
12763,R,24,1,#VALUE!,1,1
12764,R,22,0,#VALUE!,1,1
12765,R,26,1,#VALUE!,1,1
12766,R,43,1,#VALUE!,1,1
12767,R,33,1,#VALUE!,1,1
12768,B,42,1,#VALUE!,1,1
12769,R,22,1,#VALUE!,1,1
12770,R,30,1,#VALUE!,1,1
12771,R,31,1,#VALUE!,1,1
12772,R,25,1,#VALUE!,1,1
12773,R,24,1,#VALUE!,1,1
12774,R,33,1,#VALUE!,1,1
12775,R,22,1,58,1,1
12776,R,29,1,#VALUE!,1,1
12777,R,28,1,#VALUE!,1,1
12778,R,47,0,78,1,1
12779,R,36,1,#VALUE!,1,1
12780,R,49,1,#VALUE!,1,1
12781,R,26,1,#VALUE!,1,1
12782,R,34,0,350,1,1
12783,R,34,0,#VALUE!,1,1
12784,R,42,1,#VALUE!,1,1
12785,R,29,1,#VALUE!,1,1
12786,A,42,1,#VALUE!,1,1
12787,R,25,0,#VALUE!,1,1
12788,R,55,0,#VALUE!,1,1
12789,R,37,1,#VALUE!,1,1
12790,R,29,1,#VALUE!,1,1
12791,R,28,1,#VALUE!,1,1
12792,R,28,0,#VALUE!,1,1
12793,R,61,1,#VALUE!,1,1
12794,R,47,1,#VALUE!,1,1
12795,R,55,1,427,1,1
12796,R,30,1,#VALUE!,1,1
12797,A,23,1,#VALUE!,1,1
12798,R,27,1,#VALUE!,1,1
12799,R,32,1,#VALUE!,1,1
12800,A,35,1,#VALUE!,1,1
12801,R,25,1,435,1,1
12802,R,23,1,#VALUE!,1,1
12803,R,22,1,#VALUE!,1,1
12804,R,23,1,#VALUE!,1,1
12805,R,21,1,#VALUE!,1,1
12806,R,53,1,#VALUE!,1,1
12807,R,25,1,260,1,1
12808,R,24,1,#VALUE!,1,1
12809,R,26,1,#VALUE!,1,1
12810,R,53,1,#VALUE!,1,1
12811,R,28,1,#VALUE!,1,1
12812,R,63,1,335,1,1
12813,R,26,1,#VALUE!,1,1
12814,R,23,0,#VALUE!,1,1
12815,R,61,1,#VALUE!,1,1
12816,B,55,1,#VALUE!,1,1
12817,R,34,1,#VALUE!,1,1
12818,R,34,0,#VALUE!,1,1
12819,R,41,1,#VALUE!,1,1
12820,A,29,1,#VALUE!,1,1
12821,R,33,1,#VALUE!,1,1
12822,A,46,1,#VALUE!,1,1
12823,R,49,1,#VALUE!,1,1
12824,R,36,1,#VALUE!,1,1
12825,R,31,1,#VALUE!,1,1
12826,R,35,1,#VALUE!,1,1
12827,R,38,0,#VALUE!,1,1
12828,R,66,0,#VALUE!,1,1
12829,R,28,1,#VALUE!,1,1
12830,R,28,1,#VALUE!,1,1
12831,R,43,1,#VALUE!,1,1
12832,R,45,1,#VALUE!,1,1
12833,R,36,1,#VALUE!,1,1
12834,R,29,1,302,1,1
12835,R,79,1,561,1,1
12836,R,38,1,#VALUE!,1,1
12837,R,34,1,#VALUE!,1,1
12838,R,31,1,267,1,1
12839,R,31,1,#VALUE!,1,1
12840,R,52,1,#VALUE!,1,1
12841,R,31,1,#VALUE!,1,1
12842,R,32,1,#VALUE!,1,1
12843,R,74,1,#VALUE!,1,1
12844,R,64,1,#VALUE!,1,1
12845,R,32,0,197,1,1
12846,R,65,1,356,1,1
12847,R,64,1,#VALUE!,1,1
12848,R,30,1,#VALUE!,1,1
12849,R,33,1,#VALUE!,1,1
12850,R,49,1,#VALUE!,1,1
12851,R,26,1,#VALUE!,1,1
12852,R,42,0,#VALUE!,1,1
12853,R,24,0,#VALUE!,1,1
12854,R,53,1,#VALUE!,1,1
12855,R,45,1,#VALUE!,1,1
12856,A,23,1,#VALUE!,1,1
12857,R,25,1,#VALUE!,1,1
12858,R,31,1,250,1,1
12859,R,61,1,328,1,1
12860,R,59,1,#VALUE!,1,1
12861,R,41,1,#VALUE!,1,1
12862,R,61,1,#VALUE!,1,1
12863,R,44,1,#VALUE!,1,1
12864,A,66,1,#VALUE!,1,1
12865,R,48,1,#VALUE!,1,1
12866,R,73,1,#VALUE!,1,1
12867,R,38,1,#VALUE!,1,1
12868,A,25,1,#VALUE!,1,1
12869,R,31,1,#VALUE!,1,1
12870,R,29,1,#VALUE!,1,1
12871,A,42,0,323,1,1
12872,R,52,1,#VALUE!,1,1
12873,R,27,1,149,1,1
12874,R,33,1,#VALUE!,1,1
12875,R,62,1,#VALUE!,1,1
12876,B,26,1,243,1,1
12877,R,22,1,#VALUE!,1,1
12878,A,29,1,#VALUE!,1,1
12879,R,24,1,#VALUE!,1,1
12880,R,24,1,260,1,1
12881,R,28,1,#VALUE!,1,1
12882,R,57,0,#VALUE!,1,1
12883,R,31,1,#VALUE!,1,1
12884,R,60,1,#VALUE!,1,1
12885,R,63,1,#VALUE!,1,1
12886,R,29,0,#VALUE!,1,1
12887,B,22,1,358,1,1
12888,R,23,1,#VALUE!,1,1
12889,R,33,1,#VALUE!,1,1
12890,R,25,1,#VALUE!,1,1
12891,R,24,1,453,1,1
12892,R,53,1,197,1,1
12893,R,28,1,#VALUE!,1,1
12894,R,77,1,#VALUE!,1,1
12895,R,29,1,#VALUE!,1,1
12896,R,28,1,#VALUE!,1,1
12897,A,21,1,#VALUE!,1,1
12898,R,59,0,128,1,1
12899,R,23,0,#VALUE!,1,1
12900,R,27,1,#VALUE!,1,1
12901,R,32,1,477,1,1
12902,R,74,1,#VALUE!,1,1
12903,R,26,1,#VALUE!,1,1
12904,R,24,0,#VALUE!,1,1
12905,R,31,1,#VALUE!,1,1
12906,R,38,1,324,1,1
12907,R,68,1,#VALUE!,1,1
12908,R,54,1,#VALUE!,1,1
12909,R,22,0,#VALUE!,1,1
12910,R,68,1,#VALUE!,1,1
12911,R,54,1,#VALUE!,1,1
12912,R,42,1,#VALUE!,1,1
12913,R,21,1,#VALUE!,1,1
12914,R,29,1,#VALUE!,1,1
12915,A,20,1,#VALUE!,1,1
12916,A,26,1,#VALUE!,1,1
12917,R,26,1,#VALUE!,1,1
12918,R,25,1,#VALUE!,1,1
12919,R,58,1,#VALUE!,1,1
12920,R,32,1,231,1,1
12921,R,58,1,#VALUE!,1,1
12922,R,24,1,#VALUE!,1,1
12923,R,22,1,#VALUE!,1,1
12924,R,21,1,#VALUE!,1,1
12925,R,36,1,#VALUE!,1,1
12926,R,57,1,#VALUE!,1,1
12927,R,27,1,#VALUE!,1,1
12928,R,22,1,#VALUE!,1,1
12929,R,24,1,#VALUE!,1,1
12930,R,27,1,#VALUE!,1,1
12931,R,37,1,#VALUE!,1,1
12932,R,23,1,407,1,1
12933,R,30,1,#VALUE!,1,1
12934,R,22,1,57,1,1
12935,B,27,1,400,1,1
12936,R,54,1,#VALUE!,1,1
12937,R,27,1,#VALUE!,1,1
12938,R,42,1,#VALUE!,1,1
12939,R,44,1,#VALUE!,1,1
12940,A,24,1,#VALUE!,1,1
12941,B,53,1,#VALUE!,1,1
12942,R,52,0,204,1,1
12943,A,29,1,#VALUE!,1,1
12944,R,29,1,#VALUE!,1,1
12945,R,27,1,#VALUE!,1,1
12946,R,68,1,#VALUE!,1,1
12947,R,40,1,#VALUE!,2,1
12948,R,37,1,#VALUE!,1,1
12949,R,23,0,#VALUE!,1,1
12950,B,62,1,#VALUE!,1,1
12951,R,59,0,#VALUE!,1,1
12952,R,81,1,#VALUE!,1,1
12953,R,72,1,#VALUE!,1,1
12954,R,55,1,#VALUE!,1,1
12955,A,57,1,426,1,1
12956,R,82,1,#VALUE!,1,1
12957,R,54,1,#VALUE!,1,1
12958,R,51,1,#VALUE!,1,1
12959,R,61,1,#VALUE!,1,1
12960,A,73,1,#VALUE!,1,1
12961,R,53,1,#VALUE!,1,1
12962,R,52,1,#VALUE!,1,1
12963,R,46,1,#VALUE!,1,1
12964,R,57,1,#VALUE!,1,1
12965,R,79,1,#VALUE!,1,1
12966,R,51,1,#VALUE!,1,1
12967,R,52,1,#VALUE!,1,1
12968,B,42,1,#VALUE!,1,1
12969,R,61,1,#VALUE!,1,1
12970,R,63,1,#VALUE!,1,1
12971,R,46,1,#VALUE!,1,1
12972,R,62,1,#VALUE!,1,1
12973,R,49,1,#VALUE!,1,1
12974,R,59,1,#VALUE!,1,1
12975,R,64,1,459,1,1
12976,R,43,1,#VALUE!,1,1
12977,R,56,1,286,1,1
12978,R,65,1,328,1,1
12979,R,63,1,#VALUE!,1,1
12980,R,40,1,#VALUE!,1,1
12981,R,45,1,#VALUE!,1,1
12982,R,43,1,#VALUE!,1,1
12983,R,88,1,#VALUE!,1,1
12984,R,53,0,#VALUE!,1,1
12985,R,44,1,#VALUE!,1,1
12986,R,73,1,#VALUE!,1,1
12987,R,79,0,#VALUE!,1,1
12988,R,86,1,#VALUE!,1,1
12989,R,51,1,#VALUE!,1,1
12990,R,47,0,#VALUE!,1,1
12991,R,48,1,153,1,1
12992,R,44,1,#VALUE!,1,1
12993,R,47,1,#VALUE!,1,1
12994,R,80,1,201,1,1
12995,R,44,1,#VALUE!,1,1
12996,R,66,1,#VALUE!,1,1
12997,R,78,1,#VALUE!,1,1
12998,B,46,1,#VALUE!,1,1
12999,R,50,1,230,1,1
13000,R,51,1,#VALUE!,1,1
13001,R,48,1,#VALUE!,1,1
13002,B,83,1,#VALUE!,1,1
13003,R,40,1,#VALUE!,1,1
13004,R,77,1,#VALUE!,1,1
13005,R,69,1,160,1,1
13006,R,50,1,#VALUE!,1,1
13007,R,88,1,442,1,1
13008,R,86,1,#VALUE!,1,1
13009,R,57,0,#VALUE!,1,1
13010,R,40,0,#VALUE!,1,1
13011,R,42,1,382,1,1
13012,R,43,1,#VALUE!,1,1
13013,R,42,1,#VALUE!,1,1
13014,R,49,1,#VALUE!,1,1
13015,R,45,1,#VALUE!,1,1
13016,R,86,1,#VALUE!,1,1
13017,R,47,1,#VALUE!,1,1
13018,R,54,1,406,1,1
13019,R,42,1,489,1,1
13020,R,42,1,#VALUE!,1,1
13021,R,45,1,270,2,1
13022,R,65,1,#VALUE!,1,1
13023,R,87,1,#VALUE!,1,1
13024,R,73,1,#VALUE!,1,1
13025,R,49,1,#VALUE!,1,1
13026,R,56,1,#VALUE!,1,1
13027,R,77,1,328,1,1
13028,R,64,0,#VALUE!,1,1
13029,R,52,1,#VALUE!,1,1
13030,R,52,0,#VALUE!,1,1
13031,R,39,1,#VALUE!,1,1
13032,R,49,1,#VALUE!,1,1
13033,R,36,1,#VALUE!,1,1
13034,R,50,1,#VALUE!,1,1
13035,R,70,1,#VALUE!,1,1
13036,R,78,1,#VALUE!,1,1
13037,R,41,1,#VALUE!,1,1
13038,R,42,1,#VALUE!,1,1
13039,R,46,0,#VALUE!,1,1
13040,A,41,0,#VALUE!,1,1
13041,R,39,1,#VALUE!,1,1
13042,R,38,0,#VALUE!,1,1
13043,B,48,1,#VALUE!,1,1
13044,R,69,1,#VALUE!,1,1
13045,A,55,1,#VALUE!,1,1
13046,R,41,1,#VALUE!,1,1
13047,R,57,1,#VALUE!,1,1
13048,R,40,1,#VALUE!,1,1
13049,R,40,1,#VALUE!,1,1
13050,R,38,1,#VALUE!,1,1
13051,A,38,1,#VALUE!,1,1
13052,R,51,1,336,1,1
13053,R,37,1,#VALUE!,1,1
13054,R,38,1,#VALUE!,1,1
13055,R,48,1,348,1,1
13056,R,73,1,#VALUE!,1,1
13057,R,34,1,#VALUE!,1,1
13058,R,67,1,375,1,1
13059,R,46,1,#VALUE!,1,1
13060,R,57,1,139,2,1
13061,R,44,0,#VALUE!,1,1
13062,R,35,1,#VALUE!,1,1
13063,R,32,1,#VALUE!,1,1
13064,R,37,1,343,2,1
13065,R,66,1,#VALUE!,1,1
13066,R,38,0,#VALUE!,1,1
13067,R,41,0,#VALUE!,1,1
13068,R,42,1,#VALUE!,1,1
13069,R,31,1,#VALUE!,1,1
13070,R,86,1,#VALUE!,1,1
13071,R,43,1,#VALUE!,2,1
13072,R,31,1,#VALUE!,1,1
13073,R,45,1,#VALUE!,1,1
13074,R,42,1,298,1,1
13075,R,39,0,#VALUE!,1,1
13076,R,56,1,#VALUE!,1,1
13077,R,76,1,#VALUE!,1,1
13078,R,74,1,363,1,1
13079,R,35,1,#VALUE!,1,1
13080,R,32,1,#VALUE!,1,1
13081,B,30,1,#VALUE!,1,1
13082,R,35,0,#VALUE!,1,1
13083,R,30,1,#VALUE!,1,1
13084,R,53,1,399,1,1
13085,R,60,1,#VALUE!,1,1
13086,R,64,1,336,1,1
13087,R,77,1,#VALUE!,1,1
13088,R,39,0,#VALUE!,1,1
13089,R,35,1,#VALUE!,1,1
13090,R,34,1,#VALUE!,1,1
13091,R,58,0,#VALUE!,1,1
13092,R,65,1,#VALUE!,1,1
13093,R,42,1,#VALUE!,1,1
13094,R,80,1,294,1,1
13095,R,65,1,#VALUE!,1,1
13096,R,37,1,#VALUE!,1,1
13097,A,32,1,#VALUE!,1,1
13098,R,28,1,#VALUE!,1,1
13099,R,67,1,#VALUE!,1,1
13100,R,66,1,#VALUE!,1,1
13101,R,36,1,29,1,1
13102,R,54,1,#VALUE!,1,1
13103,R,66,1,#VALUE!,1,1
13104,R,39,1,341,1,1
13105,R,56,1,#VALUE!,1,1
13106,R,31,1,#VALUE!,1,1
13107,R,44,1,#VALUE!,1,1
13108,R,54,1,263,1,1
13109,R,51,1,#VALUE!,1,1
13110,R,50,0,#VALUE!,1,1
13111,R,30,1,#VALUE!,1,1
13112,R,56,0,#VALUE!,1,1
13113,R,42,0,33,1,1
13114,R,32,1,#VALUE!,1,1
13115,R,29,1,#VALUE!,1,1
13116,R,46,1,148,1,1
13117,R,53,1,#VALUE!,1,1
13118,R,22,1,#VALUE!,1,1
13119,R,23,1,#VALUE!,1,1
13120,R,42,1,#VALUE!,1,1
13121,R,61,1,#VALUE!,1,1
13122,R,35,1,#VALUE!,1,1
13123,R,77,1,446,1,1
13124,R,52,1,#VALUE!,1,1
13125,R,52,1,#VALUE!,1,1
13126,R,35,1,#VALUE!,1,1
13127,R,45,1,#VALUE!,1,1
13128,R,47,1,#VALUE!,1,1
13129,R,32,1,#VALUE!,1,1
13130,R,43,1,#VALUE!,1,1
13131,A,57,1,#VALUE!,1,1
13132,R,33,0,#VALUE!,1,1
13133,R,28,1,#VALUE!,1,1
13134,R,32,1,362,1,1
13135,R,54,0,#VALUE!,1,1
