No,card,age,sex,withdrawal_days,count,CP
43592,A,83,1,#VALUE!,1,1
43593,A,65,1,#VALUE!,1,1
43594,A,72,0,#VALUE!,1,1
43595,A,48,1,#VALUE!,1,1
43596,A,42,1,#VALUE!,1,1
43597,A,67,1,#VALUE!,1,1
43598,A,51,1,#VALUE!,1,1
43599,A,75,0,#VALUE!,1,1
43600,A,39,1,#VALUE!,1,1
43601,A,66,1,#VALUE!,1,1
43602,A,36,0,#VALUE!,1,1
43603,R,43,0,#VALUE!,1,1
43604,A,57,1,#VALUE!,1,1
43605,A,86,1,#VALUE!,1,1
43606,A,68,1,#VALUE!,1,1
43607,A,42,1,#VALUE!,1,1
43608,R,50,1,#VALUE!,1,1
43609,A,53,1,#VALUE!,1,1
43610,A,48,1,#VALUE!,1,1
43611,A,64,1,#VALUE!,1,1
43612,A,67,1,#VALUE!,2,1
43613,B,51,0,#VALUE!,1,1
43614,A,76,0,#VALUE!,1,1
43615,A,49,1,#VALUE!,1,1
43616,A,62,0,#VALUE!,1,1
43617,A,38,1,#VALUE!,1,1
43618,A,48,1,#VALUE!,1,1
43619,A,61,1,321,1,1
43620,A,37,1,#VALUE!,1,1
43621,A,39,0,#VALUE!,1,1
43622,A,47,1,#VALUE!,1,1
43623,A,46,1,#VALUE!,1,1
43624,A,74,1,#VALUE!,1,1
43625,A,67,1,#VALUE!,1,1
43626,A,54,0,161,1,1
43627,A,52,1,#VALUE!,1,1
43628,A,68,1,#VALUE!,1,1
43629,A,47,1,#VALUE!,1,1
43630,A,52,0,#VALUE!,1,1
43631,A,34,1,#VALUE!,1,1
43632,A,37,0,#VALUE!,1,1
43633,A,52,0,#VALUE!,1,1
43634,A,41,1,#VALUE!,1,1
43635,A,42,0,#VALUE!,1,1
43636,A,51,1,#VALUE!,1,1
43637,A,65,1,#VALUE!,1,1
43638,A,86,0,#VALUE!,1,1
43639,A,58,1,#VALUE!,1,1
43640,A,61,1,#VALUE!,1,1
43641,A,34,0,#VALUE!,1,1
43642,A,44,1,#VALUE!,1,1
43643,A,79,1,#VALUE!,1,1
43644,A,50,1,386,1,1
43645,B,59,1,#VALUE!,1,1
43646,A,32,1,#VALUE!,1,1
43647,A,56,1,#VALUE!,1,1
43648,A,44,0,#VALUE!,1,1
43649,A,36,0,#VALUE!,1,1
43650,A,52,1,#VALUE!,1,1
43651,A,73,1,#VALUE!,1,1
43652,A,59,1,#VALUE!,1,1
43653,A,56,1,385,1,1
43654,A,52,0,#VALUE!,1,1
43655,A,49,1,#VALUE!,1,1
43656,A,30,1,#VALUE!,1,1
43657,A,48,1,#VALUE!,1,1
43658,A,31,1,#VALUE!,1,1
43659,A,64,0,#VALUE!,1,1
43660,A,57,1,#VALUE!,1,1
43661,A,35,1,#VALUE!,1,1
43662,A,46,1,#VALUE!,1,1
43663,A,51,1,#VALUE!,1,1
43664,A,42,1,#VALUE!,1,1
43665,B,32,0,#VALUE!,1,1
43666,A,34,0,184,1,1
43667,A,58,1,#VALUE!,1,1
43668,A,64,1,#VALUE!,1,1
43669,A,43,1,#VALUE!,1,1
43670,R,60,1,#VALUE!,1,1
43671,A,33,1,#VALUE!,1,1
43672,A,61,1,#VALUE!,1,1
43673,A,32,1,#VALUE!,1,1
43674,A,31,1,#VALUE!,1,1
43675,A,30,1,#VALUE!,2,1
43676,R,27,1,#VALUE!,1,1
43677,A,26,1,#VALUE!,1,1
43678,A,26,0,#VALUE!,1,1
43679,A,45,1,#VALUE!,1,1
43680,A,27,1,#VALUE!,1,1
43681,A,41,1,#VALUE!,1,1
43682,A,30,0,#VALUE!,1,1
43683,A,48,1,#VALUE!,1,1
43684,A,45,1,#VALUE!,1,1
43685,A,46,1,#VALUE!,1,1
43686,A,59,1,#VALUE!,1,1
43687,A,22,0,#VALUE!,1,1
43688,A,31,1,#VALUE!,1,1
43689,A,25,1,#VALUE!,1,1
43690,A,22,1,#VALUE!,1,1
43691,A,25,1,#VALUE!,1,1
43692,A,26,1,#VALUE!,1,1
43693,A,48,0,#VALUE!,1,1
43694,A,42,1,#VALUE!,1,1
43695,A,33,0,#VALUE!,1,1
43696,A,44,0,#VALUE!,1,1
43697,R,27,1,#VALUE!,1,1
43698,A,58,1,#VALUE!,1,1
43699,A,50,0,#VALUE!,1,1
43700,B,67,1,#VALUE!,1,1
43701,A,42,1,#VALUE!,1,1
43702,A,59,1,#VALUE!,1,1
43703,A,77,1,#VALUE!,1,1
43704,A,44,1,338,1,1
43705,A,27,1,#VALUE!,1,1
43706,B,41,1,#VALUE!,1,1
43707,A,39,0,#VALUE!,1,1
43708,A,50,0,#VALUE!,1,1
43709,A,36,1,#VALUE!,1,1
43710,A,26,1,#VALUE!,1,1
43711,A,37,1,#VALUE!,1,1
43712,A,56,1,#VALUE!,1,1
43713,A,59,1,85,1,1
43714,A,60,1,#VALUE!,1,1
43715,A,34,1,197,1,1
43716,A,45,1,#VALUE!,1,1
43717,B,64,1,#VALUE!,1,1
43718,A,19,0,#VALUE!,1,1
43719,A,34,1,#VALUE!,1,1
43720,A,49,1,#VALUE!,1,1
43721,A,57,1,#VALUE!,1,1
43722,A,48,1,#VALUE!,1,1
43723,A,31,1,259,1,1
43724,A,69,1,#VALUE!,1,1
43725,A,24,1,#VALUE!,1,1
43726,A,78,0,#VALUE!,1,1
43727,A,38,1,#VALUE!,1,1
43728,A,50,1,#VALUE!,1,1
43729,A,23,1,#VALUE!,1,1
43730,A,66,1,#VALUE!,1,1
43731,A,49,1,#VALUE!,1,1
43732,A,20,1,#VALUE!,1,1
43733,A,27,0,#VALUE!,1,1
43734,A,21,1,#VALUE!,1,1
43735,A,21,1,376,1,1
43736,A,74,1,260,1,1
43737,A,21,1,#VALUE!,1,1
43738,A,23,0,#VALUE!,1,1
43739,A,42,1,#VALUE!,1,1
43740,A,58,1,#VALUE!,1,1
43741,A,42,1,#VALUE!,1,1
43742,A,78,1,#VALUE!,1,1
43743,A,39,1,#VALUE!,1,1
43744,A,58,1,#VALUE!,1,1
43745,A,56,1,#VALUE!,1,1
43746,A,68,1,#VALUE!,1,1
43747,A,26,1,#VALUE!,1,1
43748,A,52,1,#VALUE!,1,1
43749,A,34,1,#VALUE!,1,1
43750,A,26,1,#VALUE!,1,1
43751,A,66,1,#VALUE!,1,1
43752,A,50,0,#VALUE!,1,1
43753,A,25,0,257,1,1
43754,A,52,1,#VALUE!,1,1
43755,A,53,1,#VALUE!,1,1
43756,A,60,1,119,1,1
43757,A,27,1,#VALUE!,1,1
43758,A,23,0,#VALUE!,1,1
43759,A,22,1,#VALUE!,1,1
43760,A,26,1,#VALUE!,1,1
43761,A,24,1,#VALUE!,1,1
43762,A,35,1,#VALUE!,1,1
43763,A,76,1,#VALUE!,1,1
43764,A,29,1,#VALUE!,1,1
43765,A,62,1,#VALUE!,1,1
43766,A,44,1,#VALUE!,1,1
43767,A,25,1,#VALUE!,1,1
43768,A,21,1,#VALUE!,1,1
43769,A,64,1,#VALUE!,1,1
43770,A,56,1,#VALUE!,1,1
43771,A,21,1,71,1,1
43772,A,24,1,#VALUE!,1,1
43773,A,55,0,#VALUE!,1,1
43774,A,22,1,#VALUE!,1,1
43775,A,25,1,#VALUE!,1,1
43776,A,20,1,#VALUE!,1,1
43777,A,23,1,#VALUE!,1,1
43778,A,48,1,#VALUE!,1,1
43779,A,23,1,#VALUE!,1,1
43780,A,55,1,#VALUE!,1,1
43781,A,58,1,308,1,1
43782,A,30,1,#VALUE!,1,1
43783,A,20,0,#VALUE!,1,1
43784,A,31,1,#VALUE!,1,1
43785,A,62,1,#VALUE!,1,1
43786,A,28,1,#VALUE!,1,1
43787,A,26,1,#VALUE!,1,1
43788,A,25,1,#VALUE!,1,1
43789,A,25,1,#VALUE!,1,1
43790,A,27,1,#VALUE!,1,1
43791,A,55,1,#VALUE!,1,1
43792,A,25,0,#VALUE!,1,1
43793,A,60,1,#VALUE!,1,1
43794,A,60,1,#VALUE!,1,1
43795,A,77,1,#VALUE!,1,1
43796,A,50,1,#VALUE!,1,1
43797,A,54,1,#VALUE!,1,1
43798,A,84,0,#VALUE!,1,1
43799,A,57,1,#VALUE!,1,1
43800,A,63,0,#VALUE!,1,1
43801,A,32,1,350,1,1
43802,A,46,0,#VALUE!,1,1
43803,A,27,1,#VALUE!,1,1
43804,A,25,1,#VALUE!,1,1
43805,A,22,1,#VALUE!,1,1
43806,R,35,1,#VALUE!,1,1
43807,A,52,1,#VALUE!,1,1
43808,A,30,1,#VALUE!,1,1
43809,A,37,1,#VALUE!,1,1
43810,A,47,1,#VALUE!,1,1
43811,A,56,1,#VALUE!,1,1
43812,A,77,1,#VALUE!,1,1
43813,A,38,1,#VALUE!,1,1
43814,B,24,1,#VALUE!,1,1
43815,A,25,1,#VALUE!,1,1
43816,A,43,1,#VALUE!,1,1
43817,A,23,1,#VALUE!,1,1
43818,A,33,1,#VALUE!,1,1
43819,R,31,1,#VALUE!,1,1
43820,A,38,1,#VALUE!,1,1
43821,A,23,1,#VALUE!,2,1
43822,B,25,1,#VALUE!,2,1
43823,A,61,1,#VALUE!,1,1
43824,A,38,1,#VALUE!,1,1
43825,A,39,1,#VALUE!,1,1
43826,A,62,1,#VALUE!,1,1
43827,A,27,1,#VALUE!,1,1
43828,A,32,1,#VALUE!,1,1
43829,A,53,1,#VALUE!,1,1
43830,A,71,1,#VALUE!,1,1
43831,A,56,1,#VALUE!,1,1
43832,A,54,1,379,1,1
43833,R,23,1,#VALUE!,1,1
43834,A,22,0,#VALUE!,1,1
43835,A,63,1,153,1,1
43836,A,48,0,#VALUE!,1,1
43837,A,24,0,#VALUE!,1,1
43838,A,66,1,#VALUE!,1,1
43839,A,54,0,#VALUE!,1,1
43840,A,25,1,#VALUE!,1,1
43841,A,25,0,#VALUE!,1,1
43842,A,50,1,#VALUE!,1,1
43843,A,25,1,#VALUE!,1,1
43844,A,55,1,#VALUE!,1,1
43845,A,32,1,#VALUE!,1,1
43846,A,37,1,#VALUE!,1,1
43847,A,29,1,#VALUE!,1,1
43848,A,32,1,#VALUE!,1,1
43849,A,31,1,#VALUE!,1,1
43850,A,28,1,#VALUE!,1,1
43851,A,38,0,#VALUE!,1,1
43852,A,24,1,#VALUE!,1,1
43853,A,41,0,#VALUE!,1,1
43854,A,26,1,#VALUE!,1,1
43855,A,21,1,#VALUE!,1,1
43856,A,26,1,#VALUE!,1,1
43857,A,36,0,#VALUE!,1,1
43858,A,35,1,#VALUE!,1,1
43859,A,52,0,#VALUE!,1,1
43860,A,64,1,#VALUE!,1,1
43861,A,64,1,#VALUE!,1,1
43862,A,31,1,#VALUE!,1,1
43863,A,25,1,#VALUE!,1,1
43864,A,26,1,#VALUE!,1,1
43865,A,20,0,#VALUE!,1,1
43866,A,21,1,#VALUE!,1,1
43867,A,24,1,#VALUE!,1,1
43868,A,31,0,#VALUE!,1,1
43869,A,42,1,#VALUE!,1,1
43870,A,24,1,#VALUE!,1,1
43871,A,23,0,#VALUE!,1,1
43872,A,35,1,#VALUE!,1,1
43873,A,60,1,#VALUE!,1,1
43874,A,39,0,#VALUE!,1,1
43875,A,31,1,355,1,1
43876,A,45,1,#VALUE!,1,1
43877,A,20,0,#VALUE!,1,1
43878,A,46,1,#VALUE!,1,1
43879,A,34,0,#VALUE!,1,1
43880,A,52,1,#VALUE!,1,1
43881,A,36,1,#VALUE!,1,1
43882,A,30,1,#VALUE!,1,1
43883,A,27,1,#VALUE!,1,1
43884,A,52,0,#VALUE!,1,1
43885,A,65,1,#VALUE!,1,1
43886,A,25,1,#VALUE!,1,1
43887,A,40,1,#VALUE!,1,1
43888,A,52,1,#VALUE!,1,1
43889,A,35,1,#VALUE!,1,1
43890,A,76,1,#VALUE!,1,1
43891,B,37,0,#VALUE!,1,1
43892,A,62,1,#VALUE!,1,1
43893,A,25,1,#VALUE!,1,1
43894,A,28,1,359,1,1
43895,A,51,1,77,1,1
43896,A,31,1,#VALUE!,1,1
43897,A,43,1,#VALUE!,1,1
43898,A,42,1,#VALUE!,1,1
43899,R,28,1,#VALUE!,1,1
43900,A,55,1,#VALUE!,1,1
43901,A,43,1,#VALUE!,1,1
43902,A,47,1,#VALUE!,1,1
43903,A,49,1,#VALUE!,1,1
43904,A,34,1,#VALUE!,1,1
43905,A,31,1,#VALUE!,1,1
43906,A,31,1,#VALUE!,1,1
43907,A,39,1,#VALUE!,1,1
43908,A,25,1,#VALUE!,1,1
43909,A,37,1,#VALUE!,1,1
43910,A,39,1,#VALUE!,1,1
43911,A,26,1,#VALUE!,1,1
43912,A,21,1,#VALUE!,1,1
43913,A,23,1,#VALUE!,1,1
43914,A,57,0,#VALUE!,1,1
43915,A,26,1,#VALUE!,1,1
43916,A,24,1,#VALUE!,1,1
43917,A,30,1,#VALUE!,1,1
43918,A,35,1,#VALUE!,1,1
43919,A,49,1,#VALUE!,1,1
43920,A,46,1,#VALUE!,1,1
43921,A,27,1,#VALUE!,1,1
43922,A,33,1,#VALUE!,1,1
43923,A,27,1,#VALUE!,1,1
43924,A,28,1,#VALUE!,1,1
43925,R,34,1,#VALUE!,1,1
43926,A,58,1,328,1,1
43927,A,31,1,330,1,1
43928,A,57,1,#VALUE!,1,1
43929,A,31,0,215,1,1
43930,A,66,1,#VALUE!,1,1
43931,A,34,1,224,1,1
43932,A,28,1,#VALUE!,1,1
43933,A,27,1,#VALUE!,1,1
43934,A,36,1,#VALUE!,1,1
43935,A,26,1,#VALUE!,1,1
43936,A,61,1,#VALUE!,1,1
43937,A,28,0,#VALUE!,1,1
43938,A,38,1,#VALUE!,1,1
43939,A,53,1,112,1,1
43940,A,21,1,#VALUE!,1,1
43941,A,55,1,#VALUE!,1,1
43942,A,46,1,#VALUE!,1,1
43943,A,66,1,281,1,1
43944,A,47,1,#VALUE!,1,1
43945,A,24,1,#VALUE!,1,1
43946,A,38,1,#VALUE!,1,1
43947,A,37,1,#VALUE!,1,1
43948,A,68,1,#VALUE!,1,1
43949,A,26,1,#VALUE!,1,1
43950,A,45,0,#VALUE!,1,1
43951,A,23,1,#VALUE!,1,1
43952,A,52,0,323,1,1
43953,A,24,1,#VALUE!,1,1
43954,A,38,1,#VALUE!,1,1
43955,A,54,0,#VALUE!,1,1
43956,A,56,1,#VALUE!,1,1
43957,A,21,1,#VALUE!,1,1
43958,A,29,1,#VALUE!,1,1
43959,A,49,1,#VALUE!,1,1
43960,A,20,0,#VALUE!,1,1
43961,A,53,1,306,1,1
43962,A,25,1,#VALUE!,1,1
43963,B,34,1,#VALUE!,1,1
43964,A,46,0,#VALUE!,1,1
43965,A,19,1,349,1,1
43966,A,30,1,#VALUE!,1,1
43967,A,66,1,#VALUE!,1,1
43968,A,33,1,#VALUE!,1,1
43969,A,25,1,#VALUE!,1,1
43970,A,25,1,#VALUE!,1,1
43971,A,26,0,#VALUE!,1,1
43972,A,33,1,#VALUE!,1,1
43973,A,41,1,#VALUE!,1,1
43974,A,45,1,#VALUE!,1,1
43975,A,70,1,#VALUE!,1,1
43976,A,21,1,#VALUE!,1,1
43977,A,26,1,#VALUE!,1,1
43978,A,23,1,#VALUE!,1,1
43979,A,22,1,#VALUE!,1,1
43980,A,21,0,#VALUE!,1,1
43981,A,22,1,#VALUE!,1,1
43982,A,22,0,#VALUE!,1,1
43983,A,46,1,#VALUE!,1,1
43984,A,35,1,#VALUE!,1,1
43985,A,24,1,#VALUE!,1,1
43986,A,20,1,#VALUE!,1,1
43987,A,22,1,#VALUE!,1,1
43988,A,28,1,#VALUE!,1,1
43989,A,31,1,#VALUE!,1,1
43990,A,54,1,#VALUE!,1,1
43991,A,24,1,#VALUE!,1,1
43992,A,21,1,#VALUE!,1,1
43993,A,23,0,#VALUE!,1,1
43994,A,64,1,#VALUE!,1,1
43995,A,31,1,#VALUE!,1,1
43996,A,50,1,#VALUE!,1,1
43997,A,51,1,#VALUE!,1,1
43998,A,36,0,#VALUE!,1,1
43999,A,23,1,#VALUE!,1,1
44000,A,22,1,#VALUE!,1,1
44001,A,30,0,#VALUE!,1,1
44002,A,20,1,#VALUE!,1,1
44003,A,56,1,#VALUE!,1,1
44004,A,55,1,#VALUE!,1,1
44005,A,41,1,#VALUE!,1,1
44006,A,25,1,#VALUE!,1,1
44007,A,42,1,#VALUE!,1,1
44008,A,30,1,#VALUE!,1,1
44009,A,25,1,#VALUE!,1,1
44010,A,24,1,#VALUE!,1,1
44011,A,72,1,280,1,1
44012,A,41,1,#VALUE!,1,1
44013,A,46,1,#VALUE!,1,1
44014,A,35,1,#VALUE!,1,1
44015,A,24,1,#VALUE!,1,1
44016,A,47,0,#VALUE!,1,1
44017,A,25,1,#VALUE!,1,1
44018,A,24,1,#VALUE!,1,1
44019,A,51,1,#VALUE!,1,1
44020,A,60,1,#VALUE!,1,1
44021,A,21,1,#VALUE!,1,1
44022,A,31,0,#VALUE!,1,1
44023,A,62,1,#VALUE!,1,1
44024,A,52,1,#VALUE!,1,1
44025,A,51,0,#VALUE!,1,1
44026,A,77,1,#VALUE!,1,1
44027,A,45,1,#VALUE!,1,1
44028,A,22,1,#VALUE!,1,1
44029,A,56,1,#VALUE!,1,1
44030,A,27,1,#VALUE!,1,1
44031,A,27,1,#VALUE!,1,1
44032,A,56,1,#VALUE!,1,1
44033,A,42,1,#VALUE!,1,1
44034,A,64,1,#VALUE!,1,1
44035,A,21,1,355,1,1
44036,A,44,1,#VALUE!,1,1
44037,R,28,1,#VALUE!,1,1
44038,A,56,1,323,1,1
44039,A,28,1,65,1,1
44040,A,52,1,#VALUE!,1,1
44041,A,31,1,#VALUE!,1,1
44042,A,21,1,#VALUE!,1,1
44043,A,35,1,33,1,1
44044,R,48,0,#VALUE!,1,1
44045,A,33,1,#VALUE!,1,1
44046,A,29,1,#VALUE!,1,1
44047,A,47,1,#VALUE!,1,1
44048,A,28,1,#VALUE!,1,1
44049,A,28,1,#VALUE!,1,1
44050,A,54,1,#VALUE!,1,1
44051,A,51,1,#VALUE!,1,1
44052,A,45,1,#VALUE!,1,1
44053,A,25,1,#VALUE!,1,1
44054,A,29,0,#VALUE!,1,1
44055,A,24,1,197,1,1
44056,A,63,0,#VALUE!,1,1
44057,R,27,1,#VALUE!,1,1
44058,A,23,1,#VALUE!,1,1
44059,A,22,1,#VALUE!,1,1
44060,A,30,1,#VALUE!,1,1
44061,A,30,1,#VALUE!,1,1
44062,A,19,1,#VALUE!,1,1
44063,A,36,1,#VALUE!,1,1
44064,A,23,0,#VALUE!,1,1
44065,A,27,1,#VALUE!,1,1
44066,A,58,1,#VALUE!,1,1
44067,A,39,1,#VALUE!,1,1
44068,R,27,1,#VALUE!,1,1
44069,A,23,1,#VALUE!,1,1
44070,A,41,1,#VALUE!,1,1
44071,A,52,1,#VALUE!,1,1
44072,A,24,1,#VALUE!,1,1
44073,A,27,1,#VALUE!,1,1
44074,A,34,1,#VALUE!,1,1
44075,R,27,1,#VALUE!,1,1
44076,A,26,1,#VALUE!,1,1
44077,A,26,1,197,1,1
44078,R,26,1,384,1,1
44079,A,28,1,#VALUE!,1,1
44080,A,52,1,#VALUE!,1,1
44081,A,64,0,#VALUE!,1,1
44082,A,35,1,365,1,1
44083,A,60,1,#VALUE!,1,1
44084,A,61,1,293,1,1
44085,A,22,0,197,1,1
44086,A,27,1,#VALUE!,1,1
44087,A,24,1,82,1,1
44088,A,28,1,#VALUE!,1,1
44089,A,29,1,#VALUE!,1,1
44090,A,26,0,#VALUE!,1,1
44091,A,35,1,383,1,1
44092,A,24,0,155,1,1
44093,A,34,0,#VALUE!,1,1
44094,A,50,0,#VALUE!,1,1
44095,A,27,1,#VALUE!,1,1
44096,A,40,0,#VALUE!,1,1
44097,A,27,1,#VALUE!,1,1
44098,A,27,0,#VALUE!,1,1
44099,A,87,1,#VALUE!,2,1
44100,A,81,1,#VALUE!,1,1
44101,A,47,1,174,1,1
44102,A,37,0,#VALUE!,1,1
44103,A,74,1,#VALUE!,1,1
44104,A,22,1,#VALUE!,1,1
44105,A,24,1,#VALUE!,1,1
44106,A,83,1,#VALUE!,1,1
44107,A,22,0,#VALUE!,1,1
44108,A,21,1,198,1,1
44109,A,43,1,#VALUE!,1,1
44110,A,50,1,#VALUE!,1,1
44111,A,25,1,#VALUE!,1,1
44112,A,59,0,#VALUE!,1,1
44113,A,51,1,#VALUE!,1,1
44114,A,57,0,#VALUE!,1,1
44115,R,32,1,#VALUE!,1,1
44116,A,20,1,#VALUE!,1,1
44117,A,49,1,#VALUE!,1,1
44118,A,51,1,#VALUE!,1,1
44119,A,24,1,#VALUE!,1,1
44120,A,36,0,#VALUE!,1,1
44121,A,29,1,#VALUE!,1,1
44122,A,27,1,#VALUE!,1,1
44123,A,42,1,#VALUE!,1,1
44124,A,60,0,#VALUE!,1,1
44125,A,22,1,#VALUE!,1,1
44126,A,53,1,#VALUE!,1,1
44127,A,24,1,#VALUE!,1,1
44128,A,54,1,#VALUE!,1,1
44129,A,74,0,#VALUE!,1,1
44130,A,54,1,#VALUE!,1,1
44131,A,21,1,#VALUE!,1,1
44132,A,55,1,#VALUE!,1,1
44133,A,34,0,#VALUE!,1,1
44134,A,57,1,#VALUE!,1,1
44135,A,21,1,#VALUE!,1,1
44136,A,21,1,#VALUE!,1,1
44137,A,45,1,#VALUE!,1,1
44138,A,24,1,42,1,1
44139,A,20,1,#VALUE!,1,1
44140,A,21,0,#VALUE!,1,1
44141,B,30,1,#VALUE!,1,1
44142,A,33,1,#VALUE!,1,1
44143,A,34,1,#VALUE!,1,1
44144,A,53,0,#VALUE!,1,1
44145,A,66,0,#VALUE!,1,1
44146,A,49,0,#VALUE!,1,1
44147,A,35,1,#VALUE!,1,1
44148,A,58,1,357,1,1
44149,A,33,1,#VALUE!,1,1
44150,A,22,1,378,1,1
44151,A,52,1,#VALUE!,1,1
44152,A,65,1,#VALUE!,1,1
44153,A,53,1,#VALUE!,1,1
44154,A,22,1,#VALUE!,1,1
44155,A,28,1,#VALUE!,1,1
44156,A,22,1,#VALUE!,1,1
44157,A,24,1,#VALUE!,1,1
44158,A,31,1,#VALUE!,1,1
44159,A,55,0,#VALUE!,1,1
44160,A,24,1,#VALUE!,1,1
44161,A,57,0,#VALUE!,1,1
44162,A,19,0,#VALUE!,1,1
44163,A,36,0,#VALUE!,1,1
44164,A,50,1,#VALUE!,1,1
44165,A,56,0,#VALUE!,1,1
44166,A,59,1,#VALUE!,1,1
44167,A,34,1,#VALUE!,1,1
44168,A,68,1,274,1,1
44169,A,52,1,#VALUE!,1,1
44170,B,28,1,#VALUE!,1,1
44171,A,25,1,#VALUE!,1,1
44172,A,38,0,#VALUE!,1,1
44173,A,28,1,#VALUE!,1,1
44174,A,25,1,#VALUE!,1,1
44175,A,32,1,355,1,1
44176,A,27,1,#VALUE!,1,1
44177,A,60,1,#VALUE!,1,1
44178,A,57,1,#VALUE!,1,1
44179,A,26,1,#VALUE!,1,1
44180,A,28,1,#VALUE!,1,1
44181,A,24,1,#VALUE!,1,1
44182,A,54,1,#VALUE!,1,1
44183,A,35,1,#VALUE!,1,1
44184,A,24,1,#VALUE!,1,1
44185,A,61,0,#VALUE!,1,1
44186,A,24,1,#VALUE!,1,1
44187,A,29,1,#VALUE!,1,1
44188,A,25,1,#VALUE!,1,1
44189,A,26,1,#VALUE!,1,1
44190,A,44,1,#VALUE!,1,1
44191,A,28,1,#VALUE!,1,1
44192,A,29,1,#VALUE!,1,1
44193,A,24,1,#VALUE!,1,1
44194,A,24,1,#VALUE!,1,1
44195,A,21,1,#VALUE!,1,1
44196,A,29,1,#VALUE!,1,1
44197,A,23,1,71,1,1
44198,A,27,1,#VALUE!,1,1
44199,A,58,1,#VALUE!,1,1
44200,A,27,1,#VALUE!,1,1
44201,A,42,1,#VALUE!,1,1
44202,A,52,1,#VALUE!,1,1
44203,A,51,0,#VALUE!,1,1
44204,A,39,1,#VALUE!,1,1
44205,A,30,1,#VALUE!,1,1
44206,A,70,1,#VALUE!,1,1
44207,A,33,1,#VALUE!,1,1
44208,A,20,1,197,1,1
44209,A,49,1,#VALUE!,1,1
44210,A,22,1,176,1,1
44211,A,60,1,#VALUE!,1,1
44212,A,25,1,#VALUE!,1,1
44213,A,24,1,#VALUE!,1,1
44214,A,47,0,#VALUE!,1,1
44215,A,46,1,#VALUE!,1,1
44216,B,31,1,#VALUE!,1,1
44217,A,24,1,#VALUE!,1,1
44218,A,44,1,#VALUE!,1,1
44219,B,28,1,#VALUE!,1,1
44220,A,54,1,#VALUE!,1,1
44221,A,23,1,#VALUE!,1,1
44222,A,51,1,#VALUE!,1,1
44223,A,40,0,#VALUE!,1,1
44224,A,30,1,#VALUE!,1,1
44225,A,40,1,#VALUE!,1,1
44226,A,40,1,#VALUE!,1,1
44227,A,30,1,#VALUE!,1,1
44228,A,49,1,68,1,1
44229,A,29,0,#VALUE!,1,1
44230,A,26,1,#VALUE!,1,1
44231,A,53,1,251,1,1
44232,A,35,1,#VALUE!,1,1
44233,A,27,1,#VALUE!,1,1
44234,A,37,1,#VALUE!,1,1
44235,A,66,1,#VALUE!,1,1
44236,A,29,1,#VALUE!,1,1
44237,A,23,1,#VALUE!,1,1
44238,A,25,1,#VALUE!,1,1
44239,B,20,1,#VALUE!,1,1
44240,A,32,0,#VALUE!,1,1
44241,A,30,0,#VALUE!,1,1
44242,A,61,1,#VALUE!,1,1
44243,A,58,1,#VALUE!,1,1
44244,A,29,1,#VALUE!,1,1
44245,A,25,1,#VALUE!,1,1
44246,A,39,1,#VALUE!,1,1
44247,A,25,1,#VALUE!,1,1
44248,R,22,1,#VALUE!,1,1
44249,A,43,0,58,1,1
44250,A,26,1,#VALUE!,1,1
44251,A,23,0,#VALUE!,1,1
44252,A,26,1,#VALUE!,1,1
44253,A,28,1,#VALUE!,1,1
44254,A,39,0,#VALUE!,1,1
44255,A,25,1,#VALUE!,1,1
44256,A,26,1,#VALUE!,1,1
44257,A,35,1,#VALUE!,1,1
44258,A,24,1,#VALUE!,1,1
44259,A,37,0,#VALUE!,1,1
44260,A,24,1,#VALUE!,1,1
44261,A,30,1,#VALUE!,1,1
44262,A,26,1,#VALUE!,1,1
44263,A,55,1,#VALUE!,1,1
44264,A,27,1,#VALUE!,1,1
44265,A,24,1,#VALUE!,1,1
44266,A,63,1,370,1,1
44267,A,27,1,#VALUE!,1,1
44268,A,44,1,96,1,1
44269,A,25,1,#VALUE!,1,1
44270,A,24,1,#VALUE!,1,1
44271,A,27,1,#VALUE!,1,1
44272,A,21,1,#VALUE!,1,1
44273,A,29,1,#VALUE!,1,1
44274,A,44,0,#VALUE!,1,1
44275,A,20,1,#VALUE!,1,1
44276,R,65,1,#VALUE!,1,1
44277,A,23,1,#VALUE!,1,1
44278,A,50,1,#VALUE!,1,1
44279,A,53,1,#VALUE!,1,1
44280,A,21,1,#VALUE!,1,1
44281,A,33,1,331,1,1
44282,A,25,1,#VALUE!,1,1
44283,A,24,1,#VALUE!,1,1
44284,A,31,1,#VALUE!,1,1
44285,A,21,1,#VALUE!,1,1
44286,A,21,1,#VALUE!,1,1
44287,A,23,1,#VALUE!,1,1
44288,A,30,1,#VALUE!,1,1
44289,A,24,1,#VALUE!,1,1
44290,A,23,1,#VALUE!,1,1
44291,A,24,1,#VALUE!,1,1
44292,A,33,1,#VALUE!,1,1
44293,A,26,1,330,1,1
44294,A,23,1,#VALUE!,1,1
44295,A,26,1,#VALUE!,1,1
44296,A,23,1,#VALUE!,1,1
44297,A,25,1,#VALUE!,1,1
44298,A,28,1,#VALUE!,1,1
44299,A,57,0,#VALUE!,1,1
44300,A,24,1,#VALUE!,1,1
44301,A,23,1,#VALUE!,1,1
44302,A,30,1,#VALUE!,1,1
44303,A,23,0,#VALUE!,1,1
44304,A,23,1,#VALUE!,1,1
44305,A,26,1,357,1,1
